issue_name|description_issue|issue_date|artist|printer|print_type|perforation|paper_type|stamp_type|notes|total_printed_issue|market_value_mnh_issue|market_value_used_issue|edifil_code|fesofi_code|motive|face_value|description_stamp|amount_printed_stamp|color|market_value_mnh_stamp|market_value_used_stamp
Pro Cruz Roja Española|La emisión 'Pro Cruz Roja Española' de 1926 fue una serie benéfica destinada a recaudar fondos para la Cruz Roja Española. Emitida el 15 de septiembre de 1926, esta serie es un ejemplo clásico de la filatelia española de principios del siglo XX, donde los sellos conmemorativos y benéficos jugaban un papel importante. La impresión fue realizada por la prestigiosa casa Waterlow and Sons Ltd. de Londres mediante calcografía, garantizando una alta calidad en el detalle de los retratos y motivos. Esta serie, aunque no es de las más raras, es apreciada por su propósito humanitario y la calidad de su ejecución.|1926-09-15|Kaulak|Waterlow and Sons|Calcografía|12 1/2||Correo ordinario|Para sellos clásicos de esta época, el valor 'Usado' es el estándar de referencia. Los sellos 'Mint Never Hinged' (MNH) son menos comunes y su valor puede variar significativamente según la calidad y la demanda en subastas especializadas.||2.25|0.75|325.0|325.0|Infantas Cristina y Beatriz|1 cts|Este sello presenta los retratos de las Infantas Cristina y Beatriz, hijas del Rey Alfonso XIII y Victoria Eugenia de Battenberg. La Infanta Beatriz (1909-2002) fue la tercera hija, y la Infanta Cristina (1911-1996) la cuarta. Ambas fueron figuras prominentes de la realeza española de su tiempo. El retrato fue realizado a partir de una fotografía de Kaulak (Antonio Cánovas del Castillo y Vallejo), un célebre fotógrafo de la corte española. La inclusión de las infantas en un sello benéfico subraya el apoyo de la Casa Real a causas humanitarias como la Cruz Roja.|50980.0|negro|2.25|0.75
Pro Cruz Roja Española|La emisión 'Pro Cruz Roja Española' de 1926, con fecha de 15 de septiembre, representa un hito en la filatelia española al ser una serie de correo aéreo dedicada a una causa benéfica. Emitida para apoyar a la Cruz Roja Española, esta serie subraya la importancia de la aviación postal en la época y la solidaridad social. Fue impresa por Waterlow and Sons Ltd. de Londres, una casa de impresión de renombre internacional, utilizando la técnica de calcografía, lo que garantiza una alta calidad en el detalle y la ejecución.|1926-09-15||Waterlow and Sons|Calcografía|12 1/2||Correo aéreo|Esta serie consta de 10 valores diferentes.|31580.0|90.0|37.5|339.0|339.0|Avión Plus Ultra. Travesía Palos-Buenos Aires|5 cts|El sello conmemora el hidroavión 'Plus Ultra' de la Aeronáutica Militar Española, que realizó el primer vuelo transatlántico entre España y América. Partiendo de Palos de la Frontera, Huelva, el 22 de enero de 1926, y llegando a Buenos Aires, Argentina, el 10 de febrero del mismo año. Este hito histórico fue pilotado por Ramón Franco, Julio Ruiz de Alda, Juan Manuel Durán y Pablo Rada. La emisión 'Pro Cruz Roja Española' de 1926, a la que pertenece este sello, fue de carácter benéfico.|31580.0|negro y violeta|1.5|0.56
Pro Cruz Roja Española|La emisión 'Pro Cruz Roja Española' de 1926, con fecha de 15 de septiembre, representa un hito en la filatelia española al ser una serie de correo aéreo dedicada a una causa benéfica. Emitida para apoyar a la Cruz Roja Española, esta serie subraya la importancia de la aviación postal en la época y la solidaridad social. Fue impresa por Waterlow and Sons Ltd. de Londres, una casa de impresión de renombre internacional, utilizando la técnica de calcografía, lo que garantiza una alta calidad en el detalle y la ejecución.|1926-09-15||Waterlow and Sons|Calcografía|12 1/2||Correo aéreo|Esta serie consta de 10 valores diferentes.|31580.0|90.0|37.5|340.0|340.0|Avión Plus Ultra. Travesía Palos-Buenos Aires|10 cts|Este sello, parte de la serie 'Pro Cruz Roja Española' de 1926, también conmemora el histórico vuelo del hidroavión 'Plus Ultra'. La aeronave, pilotada por Ramón Franco y su tripulación, completó la primera travesía aérea entre España (Palos de la Frontera) y América (Buenos Aires) en 1926, marcando un hito en la aviación española y mundial. La emisión tuvo un fin benéfico para la Cruz Roja.|31580.0|azul celeste y negro|1.5|0.56
Pro Cruz Roja Española|La emisión 'Pro Cruz Roja Española' de 1926, con fecha de 15 de septiembre, representa un hito en la filatelia española al ser una serie de correo aéreo dedicada a una causa benéfica. Emitida para apoyar a la Cruz Roja Española, esta serie subraya la importancia de la aviación postal en la época y la solidaridad social. Fue impresa por Waterlow and Sons Ltd. de Londres, una casa de impresión de renombre internacional, utilizando la técnica de calcografía, lo que garantiza una alta calidad en el detalle y la ejecución.|1926-09-15||Waterlow and Sons|Calcografía|12 1/2||Correo aéreo|Esta serie consta de 10 valores diferentes.|31580.0|90.0|37.5|341.0|341.0|Avión Breguet-19 vuelo Madrid-Manila|15 cts|Este sello conmemora el histórico vuelo de la Escuadrilla Elcano, que partió de Cuatro Vientos (Madrid) el 5 de abril de 1926, con destino a Manila. Tres aviones Breguet-19, pilotados por Eduardo González-Gallarza, Joaquín Loriga y Rafael Martínez Esteve, completaron la travesía de 39 días, llegando a Manila el 13 de mayo de 1926. Este logro representó un hito significativo para la aviación española y la conexión con Filipinas. La emisión 'Pro Cruz Roja Española' de 1926 tuvo un carácter benéfico.|31580.0|azul y naranja|1.88|0.75
Pro Cruz Roja Española|La emisión 'Pro Cruz Roja Española' de 1926, con fecha de 15 de septiembre, representa un hito en la filatelia española al ser una serie de correo aéreo dedicada a una causa benéfica. Emitida para apoyar a la Cruz Roja Española, esta serie subraya la importancia de la aviación postal en la época y la solidaridad social. Fue impresa por Waterlow and Sons Ltd. de Londres, una casa de impresión de renombre internacional, utilizando la técnica de calcografía, lo que garantiza una alta calidad en el detalle y la ejecución.|1926-09-15||Waterlow and Sons|Calcografía|12 1/2||Correo aéreo|Esta serie consta de 10 valores diferentes.|31580.0|90.0|37.5|342.0|342.0|Avión Breguet-19 vuelo Madrid-Manila|20 cts|Este sello, también parte de la serie 'Pro Cruz Roja Española' de 1926, rinde homenaje al épico vuelo de la Escuadrilla Elcano. La expedición, que partió de Madrid el 5 de abril de 1926, utilizó aviones Breguet-19 para su travesía a Manila, Filipinas, llegando 39 días después. Este vuelo transcontinental fue un testimonio de la audacia y el avance tecnológico de la aviación española de la época. La emisión tuvo un propósito benéfico.|31580.0|rojo y verde|1.88|0.75
Pro Cruz Roja Española|La emisión 'Pro Cruz Roja Española' de 1926, con fecha de 15 de septiembre, representa un hito en la filatelia española al ser una serie de correo aéreo dedicada a una causa benéfica. Emitida para apoyar a la Cruz Roja Española, esta serie subraya la importancia de la aviación postal en la época y la solidaridad social. Fue impresa por Waterlow and Sons Ltd. de Londres, una casa de impresión de renombre internacional, utilizando la técnica de calcografía, lo que garantiza una alta calidad en el detalle y la ejecución.|1926-09-15||Waterlow and Sons|Calcografía|12 1/2||Correo aéreo|Esta serie consta de 10 valores diferentes.|31580.0|90.0|37.5|343.0|343.0|Avión Plus Ultra. Travesía Palos-Buenos Aires|25 cts|El 'Plus Ultra' fue el nombre del hidroavión de la Aeronáutica Militar Española que realizó por primera vez un vuelo entre España y América, siendo su destino Buenos Aires, Argentina. Este histórico viaje, comandado por Ramón Franco, tuvo lugar entre enero y febrero de 1926, partiendo de Palos de la Frontera. El sello conmemora esta hazaña pionera en la historia de la aviación, destacando la contribución de España a los vuelos de larga distancia.|31580.0|rojo y negro|135.0|45.0
Pro Cruz Roja Española|La emisión 'Pro Cruz Roja Española' de 1926, con fecha de 15 de septiembre, representa un hito en la filatelia española al ser una serie de correo aéreo dedicada a una causa benéfica. Emitida para apoyar a la Cruz Roja Española, esta serie subraya la importancia de la aviación postal en la época y la solidaridad social. Fue impresa por Waterlow and Sons Ltd. de Londres, una casa de impresión de renombre internacional, utilizando la técnica de calcografía, lo que garantiza una alta calidad en el detalle y la ejecución.|1926-09-15||Waterlow and Sons|Calcografía|12 1/2||Correo aéreo|Esta serie consta de 10 valores diferentes.|31580.0|90.0|37.5|344.0|344.0|Avión Breguet-19 vuelo Madrid-Manila|30 cts|El 5 de abril de 1926, a las 8:15 horas, tres aviones Breguet-19 de la Escuadrilla Elcano partieron de Cuatro Vientos (Madrid) con destino a Manila. Llegaron 39 días después, completando un notable vuelo de larga distancia. Este sello conmemora específicamente el vuelo 'Elcano', un logro significativo en la aviación española que demostró las capacidades de los primeros viajes aéreos y la cooperación internacional.|31580.0|castaño y azul|135.0|45.0
Pro Cruz Roja Española|La emisión 'Pro Cruz Roja Española' de 1926, con fecha de 15 de septiembre, representa un hito en la filatelia española al ser una serie de correo aéreo dedicada a una causa benéfica. Emitida para apoyar a la Cruz Roja Española, esta serie subraya la importancia de la aviación postal en la época y la solidaridad social. Fue impresa por Waterlow and Sons Ltd. de Londres, una casa de impresión de renombre internacional, utilizando la técnica de calcografía, lo que garantiza una alta calidad en el detalle y la ejecución.|1926-09-15||Waterlow and Sons|Calcografía|12 1/2||Correo aéreo|Esta serie consta de 10 valores diferentes.|31580.0|90.0|37.5|345.0|345.0|Avión Breguet-19 vuelo Madrid-Manila|40 cts|Este sello, al igual que el valor de 30 cts, conmemora el épico vuelo 'Elcano' de los aviones Breguet-19 de Madrid a Manila en 1926. La expedición, que partió el 5 de abril y llegó 39 días después, fue un testimonio de la valentía de los pilotos y la resistencia de la tecnología de aviación temprana. El sello destaca este viaje histórico, que fue un hito importante para el correo aéreo español y los vuelos de larga distancia.|31580.0|verde y castaño|135.0|45.0
Pro Cruz Roja Española|La emisión 'Pro Cruz Roja Española' de 1926, con fecha de 15 de septiembre, representa un hito en la filatelia española al ser una serie de correo aéreo dedicada a una causa benéfica. Emitida para apoyar a la Cruz Roja Española, esta serie subraya la importancia de la aviación postal en la época y la solidaridad social. Fue impresa por Waterlow and Sons Ltd. de Londres, una casa de impresión de renombre internacional, utilizando la técnica de calcografía, lo que garantiza una alta calidad en el detalle y la ejecución.|1926-09-15||Waterlow and Sons|Calcografía|12 1/2||Correo aéreo|Esta serie consta de 10 valores diferentes.|31580.0|90.0|37.5|346.0|346.0|Avión Plus Ultra. Travesía Palos-Buenos Aires|50 cts|Este sello presenta el hidroavión 'Plus Ultra', celebrando su innovador vuelo transatlántico desde Palos de la Frontera a Buenos Aires a principios de 1926. Pilotado por Ramón Franco, este viaje fue un logro monumental para la aviación española, estableciendo un enlace aéreo directo entre España y Sudamérica. El sello sirve como un tributo duradero a este espíritu pionero y al avance tecnológico.|31580.0|naranja y negro|135.0|45.0
Pro Cruz Roja Española|La emisión 'Pro Cruz Roja Española' de 1926, con fecha de 15 de septiembre, representa un hito en la filatelia española al ser una serie de correo aéreo dedicada a una causa benéfica. Emitida para apoyar a la Cruz Roja Española, esta serie subraya la importancia de la aviación postal en la época y la solidaridad social. Fue impresa por Waterlow and Sons Ltd. de Londres, una casa de impresión de renombre internacional, utilizando la técnica de calcografía, lo que garantiza una alta calidad en el detalle y la ejecución.|1926-09-15||Waterlow and Sons|Calcografía|12 1/2||Correo aéreo|Esta serie consta de 10 valores diferentes.|31580.0|90.0|37.5|347.0|347.0|Avión Plus Ultra. Travesía Palos-Buenos Aires|1 pta|Conmemorando el histórico vuelo del 'Plus Ultra', este sello representa el icónico hidroavión que completó el primer vuelo transatlántico de España a Argentina en 1926. La denominación de 1 peseta fue uno de los valores más altos de la serie, reflejando la importancia del evento y su contribución a la Cruz Roja Española. Este sello es una pieza clave para los coleccionistas interesados en la aviación temprana y la filatelia española.|31580.0|negro y verde|262.5|112.5
Pro Cruz Roja Española|La emisión 'Pro Cruz Roja Española' de 1926, con fecha de 15 de septiembre, representa un hito en la filatelia española al ser una serie de correo aéreo dedicada a una causa benéfica. Emitida para apoyar a la Cruz Roja Española, esta serie subraya la importancia de la aviación postal en la época y la solidaridad social. Fue impresa por Waterlow and Sons Ltd. de Londres, una casa de impresión de renombre internacional, utilizando la técnica de calcografía, lo que garantiza una alta calidad en el detalle y la ejecución.|1926-09-15||Waterlow and Sons|Calcografía|12 1/2||Correo aéreo|Esta serie consta de 10 valores diferentes.|31580.0|90.0|37.5|348.0|348.0|Avión Breguet-19 vuelo Madrid-Manila|4 pta|A las 8:15 horas del 5 de abril de 1926, tres aviones Breguet-19, de la Escuadrilla Elcano, liderados por los capitanes Eduardo González-Gallarza y Joaquín Loriga, partieron de Cuatro Vientos (Madrid) con destino a Manila. La travesía, un hito en la aviación española, duró 39 días, cubriendo más de 18.000 kilómetros. Este sello, parte de la serie 'Pro Cruz Roja Española', conmemora esta histórica hazaña aérea.|31580.0|carmín y amarillo|165.0|67.5
XXV Aniversario de la Coronación de Alfonso XIII|Esta serie conmemora el vigésimo quinto aniversario de la coronación de Alfonso XIII, que tuvo lugar el 17 de mayo de 1902. Emitida el 17 de mayo de 1927, la emisión celebra un hito significativo en la monarquía española, destacando la continuidad y la importancia de la figura del rey en la historia postal española de la época.|1927-05-17|Kaulak|Waterlow and Sons|Calcografía|12 1/2||sello|La tirada de 11.500 se refiere a la cantidad de series completas emitidas, no a sellos individuales. El valor '14' en los datos de origen es inconsistente con la serie real de dos sellos (10c y 25c) y se ha ignorado para la valoración.|11500.0|16.88|7.5|349.0|349.0|Infantas Cristina y Beatriz. Sobrecarga|1 cts|Este sello, perteneciente a la emisión de 1927 conmemorativa del XXV aniversario de la Coronación de Alfonso XIII, presenta un retrato de las Infantas Cristina y Beatriz. Ellas fueron, respectivamente, la tercera y cuarta de los hijos de Alfonso XIII y Victoria Eugenia de Battenberg. El sello original fue sobrecargado con un nuevo valor de 1 céntimo y una sobrecarga en color rojo sobre el diseño en negro. A la Infanta Cristina, en 1921, le fue concedida la Banda de la Real Orden de Damas Nobles de la Reina María Luisa.|11500.0|negro, sobrecarga roja|15.0|2.25
XXV Aniversario de la Coronación de Alfonso XIII|Esta serie conmemora el vigésimo quinto aniversario de la coronación de Alfonso XIII, que tuvo lugar el 17 de mayo de 1902. Emitida el 17 de mayo de 1927, la emisión celebra un hito significativo en la monarquía española, destacando la continuidad y la importancia de la figura del rey en la historia postal española de la época.|1927-05-17|Kaulak|Waterlow and Sons|Calcografía|12 1/2||sello|La tirada de 11.500 se refiere a la cantidad de series completas emitidas, no a sellos individuales. El valor '14' en los datos de origen es inconsistente con la serie real de dos sellos (10c y 25c) y se ha ignorado para la valoración.|11500.0|16.88|7.5|350.0|350.0|Reina Victoria Eugenia. Sobrecarga|2 cts|Este sello, parte de la emisión de 1927 conmemorativa del XXV aniversario de la Coronación de Alfonso XIII, presenta un retrato de la Reina Victoria Eugenia de Battenberg. Ella fue nieta de la reina Victoria de Inglaterra y se convirtió en reina consorte de España por su matrimonio con el rey Alfonso XIII. Fue la abuela de Juan Carlos I. El sello original fue sobrecargado con un nuevo valor de 2 céntimos y una sobrecarga en color azul sobre el diseño en azul celeste.|11500.0|azul celeste, sob. azul|12.0|1.7
XXV Aniversario de la Coronación de Alfonso XIII|Esta serie conmemora el vigésimo quinto aniversario de la coronación de Alfonso XIII, que tuvo lugar el 17 de mayo de 1902. Emitida el 17 de mayo de 1927, la emisión celebra un hito significativo en la monarquía española, destacando la continuidad y la importancia de la figura del rey en la historia postal española de la época.|1927-05-17|Kaulak|Waterlow and Sons|Calcografía|12 1/2||sello|La tirada de 11.500 se refiere a la cantidad de series completas emitidas, no a sellos individuales. El valor '14' en los datos de origen es inconsistente con la serie real de dos sellos (10c y 25c) y se ha ignorado para la valoración.|11500.0|16.88|7.5|351.0|351.0|Reina Victoria Eugenia. Sobrecarga|5 cts|Este sello, parte de la emisión de 1927 conmemorativa del XXV aniversario de la Coronación de Alfonso XIII, presenta un retrato de la Reina Victoria Eugenia de Battenberg. Ella fue nieta de la reina Victoria de Inglaterra y se convirtió en reina consorte de España por su matrimonio con el rey Alfonso XIII. Fue la abuela de Juan Carlos I. El sello original fue sobrecargado con un nuevo valor de 5 céntimos y una sobrecarga en color rojo sobre el diseño en castaño violeta.|11500.0|castaño violeta, sob. Roja|12.0|1.7
XXV Aniversario de la Coronación de Alfonso XIII|Esta serie conmemora el vigésimo quinto aniversario de la coronación de Alfonso XIII, que tuvo lugar el 17 de mayo de 1902. Emitida el 17 de mayo de 1927, la emisión celebra un hito significativo en la monarquía española, destacando la continuidad y la importancia de la figura del rey en la historia postal española de la época.|1927-05-17|Kaulak|Waterlow and Sons|Calcografía|12 1/2||sello|La tirada de 11.500 se refiere a la cantidad de series completas emitidas, no a sellos individuales. El valor '14' en los datos de origen es inconsistente con la serie real de dos sellos (10c y 25c) y se ha ignorado para la valoración.|11500.0|16.88|7.5|352.0|352.0|Príncipe de Asturias. Sobrecarga|10 cts|Este sello, perteneciente a la emisión de 1927 conmemorativa del XXV aniversario de la Coronación de Alfonso XIII, presenta un retrato de Alfonso de Borbón y Battenberg, el Príncipe de Asturias. Hijo primogénito del rey Alfonso XIII (1886-1941) y de Victoria Eugenia de Battenberg (1887-1969), fue heredero de la Corona española desde su nacimiento. Renunció a sus derechos dinásticos en 1933. El sello original fue sobrecargado con un nuevo valor de 10 céntimos y una sobrecarga en color azul sobre el diseño en verde.|11500.0|verde, sobrecarga azul|12.0|1.7
XXV Aniversario de la Coronación de Alfonso XIII|Esta serie conmemora el vigésimo quinto aniversario de la coronación de Alfonso XIII, que tuvo lugar el 17 de mayo de 1902. Emitida el 17 de mayo de 1927, la emisión celebra un hito significativo en la monarquía española, destacando la continuidad y la importancia de la figura del rey en la historia postal española de la época.|1927-05-17|Kaulak|Waterlow and Sons|Calcografía|12 1/2||sello|La tirada de 11.500 se refiere a la cantidad de series completas emitidas, no a sellos individuales. El valor '14' en los datos de origen es inconsistente con la serie real de dos sellos (10c y 25c) y se ha ignorado para la valoración.|11500.0|16.88|7.5|353.0|353.0|Infantas Cristina y Beatriz. Sobrecarga|15 cts|Este sello representa a las Infantas Beatriz (1909-2002) y Cristina (1911-1996), tercera y cuarta hijas respectivamente del rey Alfonso XIII y de Victoria Eugenia de Battenberg. A la infanta Cristina le fue concedida en 1921 la Banda de la Real Orden de Damas Nobles de la Reina María Luisa. Este sello forma parte de la serie conmemorativa del XXV aniversario de la Coronación de Alfonso XIII, emitida en 1927, y presenta una sobrecarga.|11500.0|azul negruzco, sob. roja|16.13|6.0
XXV Aniversario de la Coronación de Alfonso XIII|Esta serie conmemora el vigésimo quinto aniversario de la coronación de Alfonso XIII, que tuvo lugar el 17 de mayo de 1902. Emitida el 17 de mayo de 1927, la emisión celebra un hito significativo en la monarquía española, destacando la continuidad y la importancia de la figura del rey en la historia postal española de la época.|1927-05-17|Kaulak|Waterlow and Sons|Calcografía|12 1/2||sello|La tirada de 11.500 se refiere a la cantidad de series completas emitidas, no a sellos individuales. El valor '14' en los datos de origen es inconsistente con la serie real de dos sellos (10c y 25c) y se ha ignorado para la valoración.|11500.0|16.88|7.5|354.0|354.0|Príncipe de Asturias. Sobrecarga|20 cts|Este sello representa a Alfonso de Borbón y Battenberg (1907-1938), hijo primogénito del rey Alfonso XIII y de Victoria Eugenia de Battenberg. Fue Príncipe de Asturias y heredero de la Corona española desde su nacimiento hasta su renuncia a los derechos dinásticos en 1933. Conocido como el 'Príncipe Rojo' debido a su hemofilia, falleció prematuramente en Miami. Este sello forma parte de la serie conmemorativa del XXV aniversario de la Coronación de Alfonso XIII, emitida en 1927, y presenta una sobrecarga.|11500.0|violeta, sobrecarga azul|16.13|6.0
XXV Aniversario de la Coronación de Alfonso XIII|Esta serie conmemora el vigésimo quinto aniversario de la coronación de Alfonso XIII, que tuvo lugar el 17 de mayo de 1902. Emitida el 17 de mayo de 1927, la emisión celebra un hito significativo en la monarquía española, destacando la continuidad y la importancia de la figura del rey en la historia postal española de la época.|1927-05-17|Kaulak|Waterlow and Sons|Calcografía|12 1/2||sello|La tirada de 11.500 se refiere a la cantidad de series completas emitidas, no a sellos individuales. El valor '14' en los datos de origen es inconsistente con la serie real de dos sellos (10c y 25c) y se ha ignorado para la valoración.|11500.0|16.88|7.5|355.0|355.0|Alfonso XIII. Sobrecarga|25 cts|Este sello conmemora a Alfonso XIII de Borbón (Madrid, 17 de mayo de 1886 – Roma, 28 de febrero de 1941), quien fue rey de España desde su nacimiento hasta la proclamación de la II República el 14 de abril de 1931. Su reinado estuvo marcado por importantes cambios políticos y sociales. Este sello forma parte de la serie conmemorativa del XXV aniversario de su Coronación, emitida en 1927, y presenta una sobrecarga.|11500.0|carmín, sobrecarga azul|16.13|6.0
XXV Aniversario de la Coronación de Alfonso XIII|Esta serie conmemora el vigésimo quinto aniversario de la coronación de Alfonso XIII, que tuvo lugar el 17 de mayo de 1902. Emitida el 17 de mayo de 1927, la emisión celebra un hito significativo en la monarquía española, destacando la continuidad y la importancia de la figura del rey en la historia postal española de la época.|1927-05-17|Kaulak|Waterlow and Sons|Calcografía|12 1/2||sello|La tirada de 11.500 se refiere a la cantidad de series completas emitidas, no a sellos individuales. El valor '14' en los datos de origen es inconsistente con la serie real de dos sellos (10c y 25c) y se ha ignorado para la valoración.|11500.0|16.88|7.5|356.0|356.0|Infantas Cristina y Beatriz. Sobrecarga|30 cts|Este sello representa a las Infantas Beatriz (1909-2002) y Cristina (1911-1996), tercera y cuarta hijas respectivamente del rey Alfonso XIII y de Victoria Eugenia de Battenberg. A la infanta Cristina le fue concedida en 1921 la Banda de la Real Orden de Damas Nobles de la Reina María Luisa. Este sello forma parte de la serie conmemorativa del XXV aniversario de la Coronación de Alfonso XIII, emitida en 1927, y presenta una sobrecarga.|11500.0|verde azulado, sob. azul|16.13|6.0
XXV Aniversario de la Coronación de Alfonso XIII|Esta serie conmemora el vigésimo quinto aniversario de la coronación de Alfonso XIII, que tuvo lugar el 17 de mayo de 1902. Emitida el 17 de mayo de 1927, la emisión celebra un hito significativo en la monarquía española, destacando la continuidad y la importancia de la figura del rey en la historia postal española de la época.|1927-05-17|Kaulak|Waterlow and Sons|Calcografía|12 1/2||sello|La tirada de 11.500 se refiere a la cantidad de series completas emitidas, no a sellos individuales. El valor '14' en los datos de origen es inconsistente con la serie real de dos sellos (10c y 25c) y se ha ignorado para la valoración.|11500.0|16.88|7.5|357.0|357.0|Reina Victoria Eugenia. Sobrecarga|40 cts|Este sello representa a Victoria Eugenia de Battenberg (1887-1969), nieta de la reina Victoria de Inglaterra. Se convirtió en reina consorte de España por su matrimonio con el rey Alfonso XIII en 1906. Fue la abuela del rey Juan Carlos I. Su figura fue clave en la monarquía española de principios del siglo XX. Este sello forma parte de la serie conmemorativa del XXV aniversario de la Coronación de Alfonso XIII, emitida en 1927, y presenta una sobrecarga.|11500.0|azul, sobrecarga roja|18.75|7.5
XXV Aniversario de la Coronación de Alfonso XIII|Esta serie conmemora el vigésimo quinto aniversario de la coronación de Alfonso XIII, que tuvo lugar el 17 de mayo de 1902. Emitida el 17 de mayo de 1927, la emisión celebra un hito significativo en la monarquía española, destacando la continuidad y la importancia de la figura del rey en la historia postal española de la época.|1927-05-17|Kaulak|Waterlow and Sons|Calcografía|12 1/2||sello|La tirada de 11.500 se refiere a la cantidad de series completas emitidas, no a sellos individuales. El valor '14' en los datos de origen es inconsistente con la serie real de dos sellos (10c y 25c) y se ha ignorado para la valoración.|11500.0|16.88|7.5|358.0|358.0|Reina Victoria Eugenia. Sobrecarga|50 cts|Victoria Eugenia de Battenberg, nieta de la reina Victoria de Inglaterra, se convirtió en reina consorte de España por su matrimonio con el rey Alfonso XIII. Era la abuela del rey Juan Carlos I. Este sello, parte de la serie conmemorativa del XXV Aniversario de la Coronación de Alfonso XIII, utiliza un diseño preexistente de la emisión 'A Beneficio de la Cruz Roja' de 1926, al que se le aplicó una sobrecarga especial para la ocasión. La sobrecarga en azul sobre el sello naranja de 50 céntimos realza la figura de la Reina, destacando su papel en la monarquía española.|11500.0|naranja, sobrecarga azul|15.0|9.0
XXV Aniversario de la Coronación de Alfonso XIII|Esta serie conmemora el vigésimo quinto aniversario de la coronación de Alfonso XIII, que tuvo lugar el 17 de mayo de 1902. Emitida el 17 de mayo de 1927, la emisión celebra un hito significativo en la monarquía española, destacando la continuidad y la importancia de la figura del rey en la historia postal española de la época.|1927-05-17|Kaulak|Waterlow and Sons|Calcografía|12 1/2||sello|La tirada de 11.500 se refiere a la cantidad de series completas emitidas, no a sellos individuales. El valor '14' en los datos de origen es inconsistente con la serie real de dos sellos (10c y 25c) y se ha ignorado para la valoración.|11500.0|16.88|7.5|359.0|359.0|Príncipe de Asturias. Sobrecarga|1 pta|Alfonso de Borbón y Battenberg, hijo primogénito del rey Alfonso XIII (1886-1941) y de Victoria Eugenia de Battenberg (1887-1969), fue Príncipe de Asturias (heredero de la Corona española) desde su nacimiento. Su imagen en este sello conmemorativo del XXV Aniversario de la Coronación de su padre, Alfonso XIII, es un testimonio de la continuidad dinástica. Este sello, originalmente parte de la emisión 'A Beneficio de la Cruz Roja', fue sobrecargado en rojo sobre el color pizarra de 1 peseta para marcar la efeméride, reflejando la importancia del heredero en la Casa Real.|11500.0|pizarra, sobrecarga roja|18.75|11.25
XXV Aniversario de la Coronación de Alfonso XIII|Esta serie conmemora el vigésimo quinto aniversario de la coronación de Alfonso XIII, que tuvo lugar el 17 de mayo de 1902. Emitida el 17 de mayo de 1927, la emisión celebra un hito significativo en la monarquía española, destacando la continuidad y la importancia de la figura del rey en la historia postal española de la época.|1927-05-17|Kaulak|Waterlow and Sons|Calcografía|12 1/2||sello|La tirada de 11.500 se refiere a la cantidad de series completas emitidas, no a sellos individuales. El valor '14' en los datos de origen es inconsistente con la serie real de dos sellos (10c y 25c) y se ha ignorado para la valoración.|11500.0|16.88|7.5|360.0|360.0|Reina Victoria Eugenia. Sobrecarga|4 pta|Victoria Eugenia de Battenberg, nieta de la reina Victoria de Inglaterra, fue reina consorte de España por su matrimonio con el rey Alfonso XIII y abuela del rey Juan Carlos I. Este sello, con un valor facial de 4 pesetas y en color carmín rosáceo, forma parte de la serie emitida para conmemorar el XXV Aniversario de la Coronación de Alfonso XIII. Al igual que otros de la serie, es una emisión sobrecargada, utilizando sellos de la serie 'A Beneficio de la Cruz Roja' de 1926. La sobrecarga en azul sobre el diseño original subraya la importancia de la Reina en la celebración de este significativo aniversario real.|11500.0|carmín rosáceo, sob. azul|30.0|18.75
XXV Aniversario de la Coronación de Alfonso XIII|Esta serie conmemora el vigésimo quinto aniversario de la coronación de Alfonso XIII, que tuvo lugar el 17 de mayo de 1902. Emitida el 17 de mayo de 1927, la emisión celebra un hito significativo en la monarquía española, destacando la continuidad y la importancia de la figura del rey en la historia postal española de la época.|1927-05-17|Kaulak|Waterlow and Sons|Calcografía|12 1/2||sello|La tirada de 11.500 se refiere a la cantidad de series completas emitidas, no a sellos individuales. El valor '14' en los datos de origen es inconsistente con la serie real de dos sellos (10c y 25c) y se ha ignorado para la valoración.|11500.0|16.88|7.5|361.0|361.0|Alfonso XIII. Sobrecarga|10 pta|Alfonso XIII de Borbón (Madrid, 17 de mayo de 1886 – Roma, 28 de febrero de 1941) fue rey de España desde su nacimiento hasta la proclamación de la II República el 14 de abril de 1931. Este sello de 10 pesetas, en color castaño y con una sobrecarga verde, conmemora el XXV Aniversario de su Coronación. La emisión es notable por ser una sobrecarga aplicada a sellos preexistentes de la serie 'A Beneficio de la Cruz Roja' de 1926, transformándolos en una pieza conmemorativa de un hito clave en su reinado. La imagen del monarca es central en esta celebración filatélica.|11500.0|castaño, sob. verde|52.5|30.0
